Schema,Table,FullTableName,Position,Field,DataType,Key,Nullable,Description,TableDescription,SapReference,SourceFile
org,DistributionChannel,org.DistributionChannel,5,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Distribution channel,TVTW,01_enterprise_structure.md
org,DistributionChannel,org.DistributionChannel,6,CreatedBy,nvarchar(64),,no,Creating user name,Distribution channel,TVTW,01_enterprise_structure.md
org,DistributionChannel,org.DistributionChannel,7,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Distribution channel,TVTW,01_enterprise_structure.md
org,DistributionChannel,org.DistributionChannel,8,ModifiedBy,nvarchar(64),,yes,Last changing user name,Distribution channel,TVTW,01_enterprise_structure.md
org,DistributionChannel,org.DistributionChannel,9,RowVersion,rowversion,,no,Optimistic concurrency token,Distribution channel,TVTW,01_enterprise_structure.md
org,DistributionChannel,org.DistributionChannel,10,IsActive,bit,,no,Soft-delete / active flag (master + config only),Distribution channel,TVTW,01_enterprise_structure.md
org,Division,org.Division,1,Id,bigint,PK,no,Surrogate key,Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,3,Division,nvarchar(2),AK,no,Division key,Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,4,Name,nvarchar(40),,no,Description,Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,5,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,6,CreatedBy,nvarchar(64),,no,Creating user name,Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,7,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,8,ModifiedBy,nvarchar(64),,yes,Last changing user name,Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,9,RowVersion,rowversion,,no,Optimistic concurrency token,Product division,TSPA,01_enterprise_structure.md
org,Division,org.Division,10,IsActive,bit,,no,Soft-delete / active flag (master + config only),Product division,TSPA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,1,Id,bigint,PK,no,Surrogate key,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,3,SalesOrganizationId,bigint,"AK,FK",no,Sales organisation,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,4,DistributionChannelId,bigint,"AK,FK",no,Distribution channel,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,5,DivisionId,bigint,"AK,FK",no,Division,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,6,IsActive,bit,,no,Combination allowed,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,7,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,8,CreatedBy,nvarchar(64),,no,Creating user name,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,9,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,10,ModifiedBy,nvarchar(64),,yes,Last changing user name,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,SalesArea,org.SalesArea,11,RowVersion,rowversion,,no,Optimistic concurrency token,Permitted sales organisation / channel / division combination,TVTA,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,1,Id,bigint,PK,no,Surrogate key,Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,3,PurchasingOrganization,nvarchar(4),AK,no,Purchasing organisation key,Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,4,CompanyCodeId,bigint,FK,yes,Assigned company code (blank = cross-company),Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,5,Name,nvarchar(60),,no,Description,Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,6,IsCrossCompany,bit,,no,May purchase for several company codes,Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,7,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,8,CreatedBy,nvarchar(64),,no,Creating user name,Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,9,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,10,ModifiedBy,nvarchar(64),,yes,Last changing user name,Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,11,RowVersion,rowversion,,no,Optimistic concurrency token,Purchasing organisation,T024E,01_enterprise_structure.md
org,PurchasingOrganization,org.PurchasingOrganization,12,IsActive,bit,,no,Soft-delete / active flag (master + config only),Purchasing organisation,T024E,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,1,Id,bigint,PK,no,Surrogate key,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,3,ControllingArea,nvarchar(4),AK,no,Controlling area key,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,4,Name,nvarchar(40),,no,Description,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,5,CurrencyCode,nvarchar(5),FK,no,Controlling area currency,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,6,CurrencyTypeCode,nvarchar(2),,no,"`10` company code, `20` controlling area, `30` group",Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,7,ChartOfAccountsId,bigint,FK,no,Chart of accounts — must match assigned company codes,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,8,FiscalYearVariantId,bigint,FK,no,Fiscal year variant,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,9,CostCenterStandardHierarchy,nvarchar(12),,no,Standard cost centre hierarchy id,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,10,ProfitCenterStandardHierarchy,nvarchar(12),,yes,Standard profit centre hierarchy id,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,11,AssignmentControl,nvarchar(1),,no,"`1` one company code, `2` cross-company-code",Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,12,OperatingConcernId,bigint,FK,yes,Assigned operating concern,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,13,ReconciliationLedgerActive,bit,,no,Reconciliation ledger active,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,14,ProfitCenterAccountingActive,bit,,no,Profit centre accounting active,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,15,ActivateCommitmentManagement,bit,,no,Commitment management active,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,16,ValidFromYear,smallint,,no,First fiscal year the area is usable,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,17,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,18,CreatedBy,nvarchar(64),,no,Creating user name,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,19,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,20,ModifiedBy,nvarchar(64),,yes,Last changing user name,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,21,RowVersion,rowversion,,no,Optimistic concurrency token,Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingArea,org.ControllingArea,22,IsActive,bit,,no,Soft-delete / active flag (master + config only),Controlling area — the CO boundary,TKA01,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,1,Id,bigint,PK,no,Surrogate key,Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,3,ControllingAreaId,bigint,"AK,FK",no,Controlling area,Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,4,CompanyCodeId,bigint,"AK,FK",no,Company code,Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,5,ValidFrom,date,IX,no,First day the record is valid,Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,6,ValidTo,date,IX,no,Last day valid (`9999-12-31` = open ended),Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,7,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,8,CreatedBy,nvarchar(64),,no,Creating user name,Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,9,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,10,ModifiedBy,nvarchar(64),,yes,Last changing user name,Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,11,RowVersion,rowversion,,no,Optimistic concurrency token,Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,ControllingAreaCompanyCode,org.ControllingAreaCompanyCode,12,IsActive,bit,,no,Soft-delete / active flag (master + config only),Company codes assigned to a controlling area,TKA02,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,1,Id,bigint,PK,no,Surrogate key,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,3,OperatingConcern,nvarchar(4),AK,no,Operating concern key,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,4,Name,nvarchar(40),,no,Description,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,5,CurrencyCode,nvarchar(5),FK,no,Operating concern currency,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,6,FiscalYearVariantId,bigint,FK,no,Fiscal year variant,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,7,IsCostingBased,bit,,no,Costing-based profitability analysis active,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,8,IsAccountBased,bit,,no,Account-based profitability analysis active,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,9,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,10,CreatedBy,nvarchar(64),,no,Creating user name,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,11,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
org,OperatingConcern,org.OperatingConcern,12,ModifiedBy,nvarchar(64),,yes,Last changing user name,Operating concern for profitability analysis,TKEB,01_enterprise_structure.md
